Tweet,Created_at,Year,Month,City,Sentiment,Emotion,Dominant Topic
"it is important for black americans to be included in vaccine trials and biomedical research, fully informed of the risks and only with full consent. just as important for black scientists to be conducting trials and research.",2020-09-28,2020,9,"Raleigh,NC",positive,optimism,Topic 4
do your part to stomp out covid!,2020-09-29,2020,9,"Raleigh,NC",neutral,anger,Topic 1
sports writers are not good sources for covid-19 information. i'm not a good source for nba coaching changes information.,2020-09-29,2020,9,"Raleigh,NC",negative,anger,Topic 4
"highly recommended this insightful piece on the infrastructure of mass-scale vaccine roll-outs, in this case for sars-cov-2. vaccine chaos is looming by via",2020-09-29,2020,9,"Raleigh,NC",negative,optimism,Topic 4
judge homered right as i turned it on. playoffs feel made up this year but yankees playoffs are a familiar comfort in the covid era,2020-09-29,2020,9,"Raleigh,NC",positive,joy,Topic 1
"if i had a dollar for every happy dance i did in the from seeing promising data then... well everyone knows how that one ends. yes, im a nerd.",2020-09-30,2020,9,"Raleigh,NC",positive,joy,Topic 2
these are not good trends. we are seeing increased confirmed sars-cov-2 infections and a flattening of the previously declining covid-19 hospitalizations. (1/3),2020-09-30,2020,9,"Raleigh,NC",negative,sadness,Topic 4
"rand paul tells va crowd that cloth masks ""don't work"" and says how he'd run a restaurant in covid: ""i'd have a whole wing for senior citizens or for anybody who is worried about getting sick, and i would say, all my servers have already had it""",2020-10-26,2020,10,"Kansas City,MO",negative,sadness,Topic 2
"so if my sons soccer coach never got a test, he wouldn't have covid?",2020-10-26,2020,10,"Kansas City,MO",neutral,sadness,Topic 2
you guys didnt get the memo... djt has cured the flu... now give him four more years and he will cure covid!,2020-10-26,2020,10,"Kansas City,MO",neutral,optimism,Topic 2
a disease that infects -8% of the population... % of whom survive? % of us pop lives in ltc facilities and they account for % of total deaths... in excess of people living in nursing homes have died from covid... flu is down %... only thing wrong is msm news!,2020-10-28,2020,10,"Kansas City,MO",negative,sadness,Topic 3
"come on i have so many family members there. i have a friend with covid that lives in gastonia. (he didn't go to this event, he's intelligent). i also had to block a fb ""friend"" because of this crap.",2020-10-29,2020,10,"Kansas City,MO",negative,anger,Topic 2
hope you don't die from covid.,2020-10-29,2020,10,"Kansas City,MO",positive,sadness,Topic 2
"my sons soccer coach wore a mask, flew, followed protocols and still...got covid.",2020-10-29,2020,10,"Kansas City,MO",neutral,anger,Topic 1
"""i don't see the therapeutics that we have or the vaccines that are coming as a silver bullet,"" frazier told cnbc's ""squawk box,"" saying that people will still have to practice mask-wearing and social distancing ""for the foreseeable future.""",2020-10-30,2020,10,"Kansas City,MO",neutral,sadness,Topic 1
"it's like he's on speed.... i always hate when thinks he's a doctor. i guess my friends who have coronavirus are just ""faking"" it? *off to get some therapeutics now.",2020-10-30,2020,10,"Kansas City,MO",positive,anger,Topic 2
i am not at my sons soccer game because of so please,2020-10-31,2020,10,"Kansas City,MO",positive,sadness,Topic 1
"""the virus is a global scourge, but it has been an american fiasco, killing more people in the united states than in any other country,"" said the report, which the democratic-run subcommittee of members of both parties released days before",2020-10-31,2020,10,"Long Beach,CA",negative,anger,Topic 3
at least hes not out spreading covid you pathetic fool!,2020-10-31,2020,10,"Long Beach,CA",negative,anger,Topic 2
"another day, another record- bravo - so tired of winning- us sets world record for cases in hours",2020-10-31,2020,10,"Long Beach,CA",negative,joy,Topic 1
come on- whats the upside in cherry picking numbers to blatantly create a narrative that doesnt exist. covid is real and serious- stop disputing the facts - its silly- canada has k deaths and roughly x the population- thats at least better than we have done!,2020-10-31,2020,10,"Long Beach,CA",negative,anger,Topic 2
postmates thinks i want my food delivered and left at my front door cause of covid but in reality its cause i look like shit /7,2020-10-31,2020,10,"Long Beach,CA",negative,anger,Topic 2
gonna be covid negative for halloween,2020-10-31,2020,10,"Long Beach,CA",negative,sadness,Topic 2
happy halloween i shot this before covid!,2020-10-31,2020,10,"Long Beach,CA",positive,joy,Topic 1
just got invited to a hollywood hills halloween party welllllll gosh im so embarrassed for me anyways im go be the big clown with a covid mask,2020-10-31,2020,10,"Long Beach,CA",negative,joy,Topic 1
either way if i die from covid its because of selfishness because im eating tainted food and if i die from crazy ppl its still selfishness so i guess im live while im in la,2020-10-31,2020,10,"Long Beach,CA",negative,anger,Topic 2
yeah. thats funny. might be going out in a min smh before round of some riots can break out idk whats happening but shit is getting boarded up soooo in case i die due to civil war im live i guess n get covid,2020-10-31,2020,10,"Long Beach,CA",negative,anger,Topic 2
trump's friday rally raises concern as covid-19 numbers rise in brown co.,2020-10-29,2020,10,"Omaha,NE",neutral,sadness,Topic 4
"i mean, half the people i know right now have/had covid in the last weeks. it is everywhere!",2020-10-29,2020,10,"Omaha,NE",neutral,sadness,Topic 2
"right, but they said those dudes literally had more strict protocols than we did. so they couldnt pin this one on covid.",2020-10-30,2020,10,"Omaha,NE",neutral,anger,Topic 2
"westgate assisted living in omaha confirms a covid outbreak including one death: to date, residents and nine of our team members have tested positive for covid-19.",2020-10-30,2020,10,"Omaha,NE",negative,sadness,Topic 4
douglas county health dept. reports highest covid-19 case total since start of pandemic,2020-10-30,2020,10,"Omaha,NE",neutral,sadness,Topic 4
you spend so much time tweeting out these kinds of puff pieces its insulting. thousands lose their lives every day of covid and we read about a dog parade.,2020-10-30,2020,10,"Omaha,NE",negative,anger,Topic 1
that must be his way of telling us he never had covid &amp; his day hospital stay was for something else!,2020-10-31,2020,10,"Omaha,NE",neutral,anger,Topic 2
you say hospitals lies about covid cases just to get more money. sounds like your way of admitting you never had covid &amp; it was your way of changing the narrative. just another one of your hoaxes!,2020-10-31,2020,10,"Omaha,NE",negative,anger,Topic 2
"trump &amp; the gop have forced us to be a country of fear. not from covid but fear of lying, smearing corrupt, ""rulers"" who don't like americans &amp; don't want them to have a say in our government!",2020-10-31,2020,10,"Omaha,NE",negative,anger,Topic 3
"contrary to the unverified memes your uncle keeps posting on facebook, heres some actual, factual reporting on what gets counted as a covid-19 death",2020-10-31,2020,10,"Omaha,NE",negative,anger,Topic 2
im proud of president trump for finally releasing his covid plan. this is very important. every american should read it.,2020-10-23,2020,10,"Raleigh,NC",positive,optimism,Topic 3
"i love how trumps first defense against his covid response is signaling an old death forecast and saying, hey, you know, only have died. thats less than expected!!!! only !!!",2020-10-23,2020,10,"Raleigh,NC",negative,anger,Topic 3
covid?,2020-10-25,2020,10,"Raleigh,NC",neutral,sadness,Topic 2
"trump calls for covid media coverage ahead of the election to be illegal. the leader of the united states, who is up for reelection, wants to censor coverage of the single greatest public health crisis in a century because his poll numbers are plummeting. think about that.",2020-10-26,2020,10,"Raleigh,NC",negative,anger,Topic 3
"cut the damned crap, kammy. democrats keep jamming relief for failed state &amp; local governments into covid relief bills. and giveaways to pet programs. none of which helps we the people. your bosses. so get your head outta your ass and take responsibility for your actions.",2020-10-28,2020,10,"Raleigh,NC",negative,anger,Topic 3
"despite ongoing covid lock down edicts, why am i envisioning huge kick ass trump rally block parties across the country on tuesday night?",2020-10-28,2020,10,"Raleigh,NC",negative,anger,Topic 1
has done a remarkable job in developing a live binder for all things covid-19 for . our former admin intern is the !!!,2020-10-30,2020,10,"Raleigh,NC",positive,joy,Topic 2
"cases does not equate to fatalities, jimbo. it equates to test results. at least report it fairly and accurately. the mortality from covid-19 is currently approximately % of cases.",2020-10-30,2020,10,"Raleigh,NC",positive,optimism,Topic 4
"its october . and not only is there no vaccine, we recorded the highest number of daily cases, of any country at any point during the pandemic, yesterday: nearly confirmed cases. promises made, promises kept.",2020-10-31,2020,10,"Raleigh,NC",positive,sadness,Topic 4
i am still trying to balance covid safety with desire for sex. ugh i hate this,2020-10-31,2020,10,"Raleigh,NC",negative,anger,Topic 2
don't forget that he smeared snot all over himself at that same event and now his son has covid.,2020-11-20,2020,11,"Kansas City,MO",positive,anger,Topic 1
there was a video going around about how taiwan handled covid-19. i can't get over how jealous i am for taiwan's leadership and sensible people.,2020-11-22,2020,11,"Kansas City,MO",negative,joy,Topic 2
american people look how handling our tax money. they need to investigate each one.before get out the office.,2020-11-25,2020,11,"Kansas City,MO",neutral,anger,Topic 3
"the fans will fill only about % of mizzou arena, but even with social distancing, that is a highly unnecessary risk amid the uncontrolled spread of the coronavirus.",2020-11-25,2020,11,"Kansas City,MO",negative,anger,Topic 1
"so who is the know it all ""scientist"" ignoring that it's the rurals fanning the flames of covid? you're a fraud just like trump and his base. lol oh...this is npr, by the way.",2020-11-25,2020,11,"Kansas City,MO",negative,anger,Topic 2
yeah piss off amy covid barrett,2020-11-26,2020,11,"Kansas City,MO",negative,anger,Topic 1
"this is the most unfair deal, now trump know how he.lost.these poor people fervently for their job.sad sad.",2020-11-26,2020,11,"Kansas City,MO",negative,sadness,Topic 3
this absolutely hurt i knew i used to hauling milk in arizona.that just waste.,2020-11-26,2020,11,"Kansas City,MO",negative,sadness,Topic 2
now you have been know how you lost the election.,2020-11-26,2020,11,"Kansas City,MO",negative,anger,Topic 3
disney to lay off workers as coronavirus devastates theme parks via,2020-11-27,2020,11,"Kansas City,MO",negative,sadness,Topic 3
fear no more! the cure is here.,2020-11-29,2020,11,"Long Beach,CA",negative,optimism,Topic 1
for all the crazies out there. your vaccine has arrived!!,2020-11-29,2020,11,"Long Beach,CA",neutral,optimism,Topic 2
do you believe the covid-19 vaccines are safe? call -855-sheryl-1 to tell . phone lines open hrs a day!,2020-11-29,2020,11,"Long Beach,CA",positive,optimism,Topic 2
all aboard the covid train!,2020-11-29,2020,11,"Long Beach,CA",positive,joy,Topic 3
damn dude i think you got covid your posts are becoming more incoherent ..... i'm worried about you my sweet fat loaf of white bread. have you been wearing a mask? also:,2020-11-29,2020,11,"Long Beach,CA",negative,anger,Topic 2
did you invest in a company that makes body bags? right after knowing about covid and its dangers?,2020-11-29,2020,11,"Long Beach,CA",negative,anger,Topic 2
profits off body bags+ telling your base to not worry about covid or wear masks makes that a very good situation for you. profiteering off the deaths of your constituents is brilliant if your void of a soul!,2020-11-29,2020,11,"Long Beach,CA",positive,anger,Topic 2
"plus thousand dead already from covid and have the audacity to tweet somthing so callous and void of any empathy. you are a broken human being and i hope your truly not this inept or unkind , i hope your some type of political theater actress who will spew anything for",2020-11-29,2020,11,"Long Beach,CA",negative,anger,Topic 3
bro if you gotta pay people to convince them to take a vaccine then something aint right.,2020-11-29,2020,11,"Long Beach,CA",positive,anger,Topic 2
its like my th negative covid test.,2020-11-29,2020,11,"Long Beach,CA",negative,sadness,Topic 2
"join the conversation: at am, ill be live on the news now facebook page w/reps from the area hospital systems. well have a lead nurse, an infectious disease expert &amp; a leader in a critical care unit. theyre ready to answer your questions",2020-11-19,2020,11,"Omaha,NE",positive,optimism,Topic 4
covid in nebraska: new metric for you. red line shows when those previously discussed dhms will go into effect. link:,2020-11-19,2020,11,"Omaha,NE",neutral,optimism,Topic 4
"the whole lot of them had money motive i need somebody to tell me how they got briefed about covid and did nota, and turned around and invested in ppe and medical stock.",2020-11-24,2020,11,"Omaha,NE",neutral,anger,Topic 3
you better make sure they exterminate it because its infested with covid.,2020-11-25,2020,11,"Omaha,NE",positive,anger,Topic 2
aoc they need you in the whitehouse to hold them crooks accountable if people only knew the truth about the the coming of covid and the sudden investors in medical stocks they knew and hid it and prospered of the death of americans.,2020-11-25,2020,11,"Omaha,NE",negative,anger,Topic 3
as our covid numbers are rising &amp; hospitals are getting to max capacity! you still don't mandate masks &amp; encourage people to go out. what a leader.,2020-11-25,2020,11,"Omaha,NE",positive,anger,Topic 4
why would that stop him? he said he now has immunity since he had covid? is he now saying he doesn't have immunity?,2020-11-25,2020,11,"Omaha,NE",negative,anger,Topic 2
"if you take credit for the dow then you have to take credit for the over covid deaths due to your ignorant, ineffective, handling of the virus.",2020-11-25,2020,11,"Omaha,NE",positive,anger,Topic 3
"douglas county announces new covid numbers. notice there was a backlog, regardless thats a high total for the county.",2020-11-27,2020,11,"Omaha,NE",neutral,sadness,Topic 4
lawsuit against the churchgoers who passed the virus on. you can sue someone for knowingly pass hiv to you so why no covid?,2020-11-27,2020,11,"Omaha,NE",negative,anger,Topic 1
notre dame gets an all-clear for covid-19 and late injuries for this weeks depth chart.,2020-11-27,2020,11,"Raleigh,NC",neutral,optimism,Topic 4
"yep, im covid positive too. thats half my family. the other half wont know till monday - tuesday. its been fairly mild so far. hoping it stays that way. take care of yourselves and loved ones, and stay safe. this shit is real.",2020-11-27,2020,11,"Raleigh,NC",positive,optimism,Topic 2
"at a bar with my pops for the first time for his birthday. this man smizzy as hell and been smoking too. hes just happy to be here after covid. live on, old man. live on.",2020-11-29,2020,11,"Raleigh,NC",negative,joy,Topic 1
the truth is the best vaccine.,2020-11-29,2020,11,"Raleigh,NC",positive,optimism,Topic 2
"this book will help the reader decipher whether anything that you have ever heard, read or thought has been the truth. you will be able to know if my fountain of youth products will provide better protection for you than any vaccine.",2020-11-29,2020,11,"Raleigh,NC",positive,optimism,Topic 2
"how yall believe covid is real, but not taking the vaccine???",2020-11-29,2020,11,"Raleigh,NC",neutral,anger,Topic 2
"those sending clickbait tweets about ""99.99% recovery rate!"" or some other numbers they're pulling out of (ahem) nowhere are either ignorant of this or making arguments in bad faith. don't give them attention. great article on long-term covid-19 effects:",2020-11-30,2020,11,"Raleigh,NC",positive,anger,Topic 4
"full recovery or death are not the only two outcomes of covid-19. many intermediate- and long-term effects of covid-19 are emerging. these include: stroke, heart damage, lung scarring, brain damage, nervous system impairment, encephalitis, ptsd, depression, and others.",2020-11-30,2020,11,"Raleigh,NC",negative,sadness,Topic 2
"unc students- free covid testing is available in the union on monday, tuesday and thursday from -3 starting today until dec. !",2020-11-30,2020,11,"Raleigh,NC",positive,joy,Topic 4
wear your mask and socially distance and you greatly improve your odds of living to get the vaccine,2020-11-30,2020,11,"Raleigh,NC",positive,optimism,Topic 1
this new strain of covid is freaking me out,2020-12-31,2020,12,"Kansas City,MO",negative,anger,Topic 4
can't wait to see the covid spike.,2020-12-31,2020,12,"Kansas City,MO",neutral,joy,Topic 2
you are omitting the huge number of people who have been allowed to fall thru the cracks: people who couldn't access ui bc of their state's terrible system. people who have combo /w2 income who are getting way less ui than they should. people unemployed before covid...,2020-12-31,2020,12,"Kansas City,MO",negative,sadness,Topic 3
me while yall out partying with covid for new years ...,2020-12-31,2020,12,"Kansas City,MO",positive,joy,Topic 1
"for sure same here. the gates foundation has donated $1.75 bil to fighting covid and he's a prominent figure that we know, so i get having him on to talk about it. but i don't think we should expect him to be the foremost expert on some of the finer scientific/medical details.",2020-12-31,2020,12,"Kansas City,MO",positive,optimism,Topic 2
he already gave them all covid.,2020-12-31,2020,12,"Kansas City,MO",neutral,anger,Topic 2
this shit is happening all the time. its been exposed through covid. ill say it again: m4a ubi tuition free college student debt elimination,2020-12-31,2020,12,"Kansas City,MO",negative,anger,Topic 2
reading tin foil hat ppl comments on how covid is just like aids sooo thats interesting,2020-12-31,2020,12,"Kansas City,MO",positive,joy,Topic 2
im not worried about whats in the covid-19 vaccine bc i wore open toed shoes in the boom boom room at the hawk,2020-12-31,2020,12,"Kansas City,MO",positive,optimism,Topic 2
"okay. how many of these covid related deaths that were due to malpractice are you the executor to their estates? you wrote almost a third, so ? give or take?",2020-12-31,2020,12,"Kansas City,MO",positive,anger,Topic 3
"finally took the second covid test, hoping im negative im over quarantine",2020-12-30,2020,12,"Long Beach,CA",negative,optimism,Topic 2
i think people would be perfectly happy to go at any hour to receive their vaccine. i think there needs to be greater urgency to get it out.,2020-12-30,2020,12,"Long Beach,CA",positive,optimism,Topic 2
"i'm at sejuiced in corona del mar, ca",2020-12-30,2020,12,"Long Beach,CA",neutral,joy,Topic 1
california cases nothing fishy here never went over march to november in days: daily swings of,2020-12-30,2020,12,"Long Beach,CA",neutral,sadness,Topic 1
just posted a photo corona del mar,2020-12-30,2020,12,"Long Beach,CA",neutral,joy,Topic 1
"sorry, meant to say tx has million fewer people than ca and much less pop. density but still has more covid deaths",2020-12-30,2020,12,"Long Beach,CA",positive,sadness,Topic 2
"california, pop. million: covid deaths texas, pop. million: covid deaths tx has mill. fewer people and much lower pop. density than ca, but has more covid deaths. you are failing miserably. about out of every texans are now dead from covid.",2020-12-30,2020,12,"Long Beach,CA",negative,sadness,Topic 3
"texas, pop. million: covid deaths. out of every texans are now dead from covid. at the rate you're going, soon out of every texans will be dead from covid, especially as your hospitals get overwhelmed. keep it up texas! kill as many as you can!",2020-12-30,2020,12,"Long Beach,CA",negative,anger,Topic 2
"california, population million: covid deaths texas, population million: covid deaths tx is losing. tx has million more people than ca, with much less pop. density, but had more covid deaths. of every texans are now dead from covid.",2020-12-30,2020,12,"Long Beach,CA",negative,sadness,Topic 3
"today is hard. my daughter called she test positive for covid, my son-in-law tested positive on sunday. hes been isolated upstairs in their bedroom. she and the kids sleeping down. my only child, im a little nervous.",2020-12-30,2020,12,"Long Beach,CA",positive,sadness,Topic 2
testing problems: nearly customers covid tested gs labs in omaha havent received pcr results &amp; are operating off potentially false negatives. gs says their lab partner in texas stopped reporting but it turns out they sent specimens missing crucial info says lab owner.,2020-12-18,2020,12,"Omaha,NE",negative,anger,Topic 2
my buddy is back! another show full of great content &amp; commercial break laughs. well see you after with new vaccine coverage nd round of stimulus $$ husker football updates &amp; more!,2020-12-21,2020,12,"Omaha,NE",positive,joy,Topic 4
you are correct. culbertson. won the state track meet all by himself. also kicked covid like it was nothing weeks ago at .,2020-12-22,2020,12,"Omaha,NE",positive,joy,Topic 2
"time for the weekly, is this headache from too much caffeine? not enough? or covid?",2020-12-23,2020,12,"Omaha,NE",neutral,sadness,Topic 2
"if covid-19 was under control, i'd proudly be at 's historic inauguration. i'd be there celebrating, with tears of relief, joe making the white house sane again by bringing back stability, honesty, integrity, &amp; decency.",2020-12-23,2020,12,"Omaha,NE",positive,joy,Topic 3
state republican official was hospitalized with covid-19 after attending white house hanukkah party,2020-12-27,2020,12,"Omaha,NE",positive,sadness,Topic 3
"i found out today on twitter that g, covid-19, and the rigged election are all connected.",2020-12-28,2020,12,"Omaha,NE",negative,anger,Topic 3
"luke letlow, a republican who was elected to the house of representatives this month to represent louisianas fifth congressional district, has died of complications from covid-19, a congressman from the state said. he was .",2020-12-30,2020,12,"Omaha,NE",negative,sadness,Topic 3
compilation of dr drew covid-19 denier clips.,2020-12-30,2020,12,"Omaha,NE",negative,joy,Topic 1
"as i look back on and feel for the families that lost love ones due to covid-19, i also try to cherish the extra time i got to spend with my and year old and knowing it wouldnt have happened in a normal year. as the years go on i will be even more thankful for that time",2020-12-31,2020,12,"Omaha,NE",positive,sadness,Topic 1
couldnt go in without an appointment because one of their employees is currently very sick with covid.,2020-12-20,2020,12,"Raleigh,NC",negative,sadness,Topic 2
hanging with my favorite superstar mfm ! check her out on cnn soon!!! shell be dropping some covid-19 knowledge.,2020-12-21,2020,12,"Raleigh,NC",positive,joy,Topic 2
america use to set standards. now weve lowered the bar to the ground. geesh! even rd world countries handled covid-19 &amp; cared for their ppl &amp; businesses better.,2020-12-21,2020,12,"Raleigh,NC",positive,anger,Topic 3
received your first covid-19 vaccine dose? dont forget to sign up for v-safe: . shows how quick and easy it is to monitor side effects. im hours from the first dose and feeling great!,2020-12-22,2020,12,"Raleigh,NC",positive,joy,Topic 2
and - the vaccine heroes you didnt know you needed!,2020-12-22,2020,12,"Raleigh,NC",positive,optimism,Topic 2
i aint worried bout that shit i drink a pack of corona a day,2020-12-31,2020,12,"Raleigh,NC",negative,optimism,Topic 2
"i want my vaccine, so i can travel more in the new yr. ill be done with my undergrad, i fucking deserve..",2020-12-31,2020,12,"Raleigh,NC",negative,joy,Topic 2
final report of :,2020-12-31,2020,12,"Raleigh,NC",neutral,joy,Topic 4
wait!? are we still waiting for the wh &amp; google covid-19 website announced? we still have a few more days. all things are possible,2020-12-31,2020,12,"Raleigh,NC",neutral,optimism,Topic 2
make sure your families know who tried to help them. those mountains &amp; rural areas will get mighty cold soon...,2020-12-31,2020,12,"Raleigh,NC",positive,sadness,Topic 2
president biden to sign executive orders focused on the country's covid-19 response,2021-01-21,2021,1,"Kansas City,MO",positive,optimism,Topic 3
"tell me about it...after losing + lbs in w/ &amp; intermittent fasting...back up w/ the covid-20 last year so need to get serious again w/ fitness &amp; diet! going for the glory days again! want to get back sub-200 (currently +), but eventually get down to .",2021-01-24,2021,1,"Kansas City,MO",positive,optimism,Topic 2
"dante pettis on ...is he not on social media??? saw he was waived by &amp; picked up by late last yr after clearing covid list, but was used sparingly. found this redemption on my desk (during the great basement purge) &amp; still pending?",2021-01-27,2021,1,"Kansas City,MO",positive,sadness,Topic 1
half our our team is hurt or had covid lol we gonna make a run near the end of year like last year,2021-01-28,2021,1,"Kansas City,MO",positive,optimism,Topic 2
my job would be like do you have any covid symptoms? no? then please clock in.,2021-01-31,2021,1,"Kansas City,MO",positive,anger,Topic 2
"what excites you &amp; makes your heart beat? tell me your story - kim namjoon, bts leader art is vital to the human experience. the covid-19 pandemic has had a devastating effect on the arts. crescendo conservatory strives to keep our students motivated during this difficult time.",2021-01-31,2021,1,"Kansas City,MO",positive,sadness,Topic 3
"i really dont think anyone has this virus figured out at all. i just hope this vaccine works and they can ramp up production and distribution, come on already.",2021-01-31,2021,1,"Kansas City,MO",positive,optimism,Topic 2
"watching on paraphrasing when there's a cat storm off shore hundreds of miles over the ocean, it's hard to convince people to get off of the beach [now] when it's a beautiful day.",2021-01-31,2021,1,"Kansas City,MO",positive,sadness,Topic 1
"god told us to put on the full armor and go fight. todays armor is a mask and hand sanitizer, and it helps us fight the covid-19 battle!",2021-01-31,2021,1,"Kansas City,MO",positive,optimism,Topic 1
has she been able to get the vaccine yet?,2021-01-31,2021,1,"Kansas City,MO",neutral,sadness,Topic 2
on january th i received my first dose of moderna vaccine at kedren. since then i have tried in vain to get a nd appointment. feb th will be days and i have not been able to get an appt. how can i get my dose on time?,2021-01-30,2021,1,"Long Beach,CA",negative,anger,Topic 4
for fucks sake clear the protestors and keep the vaccines flowing,2021-01-30,2021,1,"Long Beach,CA",negative,anger,Topic 2
"took the vaccine today, that shit a different type of high fr",2021-01-30,2021,1,"Long Beach,CA",negative,joy,Topic 2
"was just turned away from the wisdom tree trail by an ranger due to covid, meanwhile restaurants, salons and malls are open. i am begging la to enact an even slightly logical set of restrictions.",2021-01-30,2021,1,"Long Beach,CA",positive,anger,Topic 1
if they actually follow through with this thatll mean that trump is currently leading them in handing out covid relief money.,2021-01-30,2021,1,"Long Beach,CA",positive,anger,Topic 3
"bjs kill covid, says creep guy in a trenchcoat offering his help in combating the spread",2021-01-30,2021,1,"Long Beach,CA",negative,anger,Topic 2
"bob avakian &amp; have some things to say about this- we are looking at fascism &amp; for years trump was treated as a normal shitty republican. w/ fascism, u have to root it out, u can't treat it as legitimate. came yrs after normalization of horror after horror",2021-01-30,2021,1,"Long Beach,CA",negative,anger,Topic 3
"that did happen &amp; this isn't the first we saw if these attacks from trump and is why called for nationwide mass sustained non-violent protests to oust trump during beginning stages of ( &amp; for years prior) to us, the death toll in april was unacceptable!",2021-01-30,2021,1,"Long Beach,CA",negative,anger,Topic 3
"we with wondered the same thing and snapped out of it pretty quickly, we were some of the first to call on mass resistance to demand the science be followed, and trump removed- we called on the decent people to join us",2021-01-30,2021,1,"Long Beach,CA",positive,anger,Topic 2
enjoying their first covid era outdoor dining but staying safe as well.. cheers tribalcafe echopark,2021-01-30,2021,1,"Long Beach,CA",positive,joy,Topic 1
"also our covid rate alone, would stop them from getting it.",2021-01-26,2021,1,"Omaha,NE",negative,anger,Topic 2
he did agree to buy the vaccine from the manufacturers which helped them speed development. for that he gets some credit. but everything else he did or didnt do was nothing short of a disgrace. now people have died.,2021-01-26,2021,1,"Omaha,NE",positive,anger,Topic 2
he covered up the pandemic from the beginning. hide the severity of it from the public. lost a tremendous amount of time while people died. he pinned all his hopes on a vaccine that was already being developed and then had no plan to distribute it. a total disaster.,2021-01-26,2021,1,"Omaha,NE",negative,anger,Topic 4
the douglas county health department (dchd) and its community partners will host four community clinics beginning in february in an unprecedented effort to provide douglas county residents years of age and older with the covid-19 vaccine.,2021-01-27,2021,1,"Omaha,NE",neutral,optimism,Topic 4
"covid definitely played a role but had trump had a more aggressive, responsible reaction to the pandemic, the economic health would be a lot better.",2021-01-28,2021,1,"Omaha,NE",positive,optimism,Topic 3
"heres the list for ne. i hadnt heard bmi would be a factor here, i heard that for other states though.",2021-01-29,2021,1,"Omaha,NE",neutral,optimism,Topic 2
"there will be enough covid vaccines for the entire u.s. adult population by june, johnson &amp; johnson board member says",2021-01-30,2021,1,"Omaha,NE",neutral,optimism,Topic 4
"there will be enough covid vaccines for the entire u.s. adult population by june, johnson &amp; johnson board member says",2021-01-30,2021,1,"Omaha,NE",neutral,optimism,Topic 4
hundreds of sailors from the uss chafee moved off the ship due to a serious covid-19 outbreak,2021-01-30,2021,1,"Omaha,NE",negative,sadness,Topic 3
iowa reports record deaths linked to the coronavirus today.,2021-01-31,2021,1,"Omaha,NE",neutral,sadness,Topic 4
"i can't believe this needs to be said, but a sore upper arm from a vaccine is not equivalent to pneumonia, intubation, lung fibrosis, or death.",2021-01-24,2021,1,"Raleigh,NC",negative,sadness,Topic 2
we simply do not have the data to state that vaccine recipients can toss their masks. we have great vaccines that reduce covid-19. the scientific achievement in such a short time is incredible. let's not spike the football before we're in the endzone. (4/4),2021-01-24,2021,1,"Raleigh,NC",positive,optimism,Topic 4
"so the reduction in covid-19 observed in the vaccine arm may be adversely affected if we start changing variables now, like abandoning mask adherence. moreover, the trial was tracking covid-19 disease state, not sars-cov-2 infection/titers/transmission, in the cohorts. (3/4)",2021-01-24,2021,1,"Raleigh,NC",negative,sadness,Topic 4
"the trials were blinded to participants on if they were receiving the vaccine or a placebo. this helps ensure social behaviors between cohorts are consistent - both groups social distancing, wearing masks, washing hands, etc. before and after the shot. (2/4)",2021-01-24,2021,1,"Raleigh,NC",positive,optimism,Topic 4
here's a link to the pre-print showing the raw data. the researchers used sera from patients either - or -weeks post-2nd dose of the vaccine.,2021-01-28,2021,1,"Raleigh,NC",neutral,optimism,Topic 4
great news to start off the day: preliminary evidence of the pfizer/biontech covid-19 vaccine showed high neutralization against sars-cov-2 viruses with mutations observed in uk and sa variants. here's the synopsis via,2021-01-28,2021,1,"Raleigh,NC",positive,joy,Topic 4
"pfizer and moderna offer ~90-94% protection in their two-dose series. that's consistent with other highly effective vaccines like the varicella and measles shot. the pertussis vaccine is ~60-75% effective, and the flu shot is ~45-70% (often age-dependent).",2021-01-30,2021,1,"Raleigh,NC",positive,optimism,Topic 4
here's a link to the information:,2021-01-30,2021,1,"Raleigh,NC",neutral,joy,Topic 4
"the adverse reactions were reportedly higher in the placebo group than the vaccine arm. protection appeared consistent across age groups. importantly, this vaccine is stable at c (in a fridge) for months. this is an incredible achievement.",2021-01-30,2021,1,"Raleigh,NC",positive,optimism,Topic 4
"it's legit mind-boggling that some are downplaying the johnson &amp; johnson covid-19 vaccine. this is a vaccine produced, manufactured, and clinically tested in less than a year. the efficacy is reported to be % + days post immunization. this is a one-shot (!) approach.",2021-01-30,2021,1,"Raleigh,NC",neutral,optimism,Topic 4
"oh, man, the sanctimony. were going to conclude early so you can get people covid relief.",2021-02-12,2021,2,"Kansas City,MO",positive,optimism,Topic 2
"reading the book all the young men by and have been so moved by this story. k people have died from aids since the beginning of the epidemic. and yet we still have no vaccine. really an eye opening, sad, inspiring memoir.",2021-02-13,2021,2,"Kansas City,MO",negative,sadness,Topic 1
"johnson county vaccine faq: ive filled out the countys interest survey, now what? via",2021-02-14,2021,2,"Kansas City,MO",positive,sadness,Topic 4
"sorry but stfu. my year old parents have been without power since sunday. they are also isolating because of covid - you know the pandemic - so where are they to go?? its gotten down to degrees in their house. currently . get it the f together, now.",2021-02-17,2021,2,"Kansas City,MO",negative,anger,Topic 1
